text,standardized_label,source
giants secondary lookin like trash,neutral,original
and shes watchin him with those eyes and shes makin him linguine amp clams with that body i just know it,neutral,davidson
damn charlie wilson is still around,neutral,davidson
palin mocks obama on russia rhetorically asks who could have seen this coming the crowd goes wild cpac2014,neutral,davidson
i used to get grs a lot tho maybe thats why my soles cracked so much,neutral,davidson
thats why youz a yellow bone 128155128155,neutral,davidson
your opinion plz when election over will there be any improvement or will bo still be allowed to trash america,neutral,davidson
kim kardashian had a babyin more important news i took out the trash last night,neutral,davidson
its okay chiquito 128514 im not in the ghetto anymore 128524,neutral,davidson
jay z takeover amp u dont know live home amp home concert yankee stadium via,neutral,original
a muslim wmn covers the yellow star of jewish neighbour with her veil to protect her sarajevo1941,neutral,davidson
a monkey with a mustache by thomas kienzle,neutral,original
they got the redskins faking injuries,neutral,davidson
ill chug my tall can but homegirl wont approve lol,neutral,davidson
tbt when i took my likkle monkey jimmys,neutral,davidson
i dont think he did the celestial dragon killed him,neutral,davidson
of rain showers amp weepy fog of soft light amp cool touch of wild wind that carry music of birds who cease to soar this feel8230,neutral,davidson
99 percent of the trash we dump in the sea is missing this is not a good thing 8594,neutral,davidson
che wigga rt if she puts up with you its because she loves you now make it worth her whileamp love her back8230,neutral,davidson
mam ren233e doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,neutral,davidson
mannnn tonight feels like trash,neutral,davidson
shy glizzy decent af,neutral,davidson
theres more than one way to skin a monkey barack bushmeat obama,neutral,davidson
trailor trash tina time 128556,neutral,original
whoa sorry for the spell check error its not ho it was hey so sorry,neutral,davidson
oregon state wr is a popular 49ers pick in recent mock drafts draft tracker,neutral,davidson
so we are not even two full games into the season and the fairweather whining is already in full effect yankees,neutral,davidson
he never replied to my asking about his calling me a redneck,neutral,davidson
blessjesusair matthew 626 look at the birds of the air and yet your heavenly father feeds themare you not much more valuable than they,neutral,davidson
long yellow,neutral,davidson
bizarre sports week in cle win a game that felt like a lossfailed exbrowns qbs duel each other and lose ho8230,neutral,davidson
yankees i went to golds with cruz in 2010 when he was a sound no upper lower body strength hmm now 40 hr hitter wont say the s word,neutral,davidson
so mad we live in a world where whitey can go to jail for a word other folks wear right on their hats amp tshirts if i wore that shirt,neutral,davidson
i dont always get drunk and pass out but when i do when did they start making colored duct tape,neutral,davidson
reason 2 i didnt order a shirt taffy will know where i live and he would probably find me and stab me,neutral,original
when someone drops their trash mixtape in my dms,neutral,davidson
brownies tonight what kind,neutral,original
its a bird its a plane its a boat noits its a flying human lakeerie cle,neutral,davidson
i said middle school days as in the ghetto way people 8212 and what i am nor here to impress you what are you go,neutral,davidson
this is how you honor native americans changethename httr,neutral,davidson
teeth can make or break a person you could be a 10 and have yellow teeth and immediately drop to a 2,neutral,davidson
lol cripple wendy davis rt scientists create remotecontrolled chick to study shy penguins,neutral,davidson
hellyeah rt no rt happy fall pumpkin spice oreos are here,neutral,davidson
my nicca swear he can see me in madden lol,neutral,davidson
buzzfeed males who live in the city and buy meat under plastic mock girls who use guns and go hunting who is more manly,neutral,davidson
ok so not all the shows on cartoon network are complete trash stevm universe is awwwwwesomeeeeee,neutral,davidson
august is trash,neutral,davidson
15 yo me totally understood twin peaks 40 yo me cant seem to follow these the great outdoors goldfish crackers 8230,neutral,original
your a good gravedigger charlie brown spookybroadway,neutral,davidson
gov rick scott refuses to debate charlie crist because of a small fan,neutral,davidson
breakingnews streetart graffiti new mural by duo etamcru in rome italy morning breakfast coffee trash,neutral,original
8220 orton is trash idc8221 he aint been playing trashlex smith only sat out kaep took his spot,neutral,davidson
god people can be so mean this asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,neutral,davidson
goh d anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id,neutral,davidson
wen u look liek trash n sum1 complimentz u,neutral,original
i eat dat chicken out your love box baby lovin a white woman while eatin chicken a colored mans dream,neutral,davidson
8220 an itsy bitsy teeny weeny yellow pockadot bikini8221 polk ashton polk,neutral,davidson
ive got a birds eye view of all the secrets you keep,neutral,davidson
allied soldiers mock hitler atop his balcony at the reich chancellery by fred ramage 1945,neutral,davidson
charlie rangel rewrites history on gop 8220they think they won the civil war8221,neutral,original
when mary asked him about it said the part you eat is whiteyou throw the yellow away,neutral,davidson
8220 name something trash8221 cavs,neutral,davidson
dodgerofzion asked a giant green rooster walks in carrying a tray of brownies you may have a brownie in,neutral,original
but is not even a blogger he doesnt have the moxy or credentials to do anything by himself and create a brand,neutral,original
if someone pushes you too hard today they may be surprised ho more for capricorn,neutral,davidson
i am so pleased and proud to have been announced the sole curator of the soundtrack for mockingjay part 1,neutral,davidson
free patterns adorable crochet borders butterfly ladybug flower bumblebee and hat edging trim,neutral,davidson
my trash is worth more than you,neutral,davidson
10 brownie points for you,neutral,davidson
extra yellow,neutral,davidson
pakistani christian couple burnt alive in kasur punjab 8230,neutral,davidson
i wonder if the progs didnt relegate young black men to the ghettos to keep them away from harry reids friends,neutral,davidson
daniel theres no cow tipping and hoe downs in jackson this city living lol,neutral,davidson
red hot chili peppers with the longest nipslip in super bowl half time show history,neutral,original
lmaooooo epic bird wins,neutral,davidson
drake ti8220 8220 3 stacks kendrick rt name a rapper that alot of people likebut you think is trash82218221,neutral,davidson
sweet jesus morningjoe are you going to split screen rep james clyburn amp charlie daniels at the same time morningjoe,neutral,original
hes a pretty damn good actor but as a gay man its awesome to see an openly queer actor given the lead role for a major superhero film,neutral,davidson
sharing food with your mangia cake friends because they love your food italianproblems,neutral,davidson
naw i juss like making you a lil mad 128514 i have been gone for too long tho i hate the boonies128589128564,neutral,original
8220 on the east coast theres colored hair everywhere this must be the sweetest wave ever8221,neutral,davidson
what i really want is some brownies from hampr iced latte my boy and a blanket w movies that sounds prettttttty amazi8230,neutral,davidson
god made male and female blades of grass every living thing must reproduce itself to stay on this earth birds bees and grass sexnatural,neutral,original
i dont care how pretty you are if your personality is trash men are going to treat you accordingly thats not tru8230,neutral,davidson
pierce wouldve easily drained all these shots with us hes so trash now smh,neutral,davidson
sometimes even i gotta tell these hoes to grow up smh,neutral,davidson
someone tell the royals to stay home there trash128553,neutral,davidson
bend over and pick up that trash,neutral,davidson
penske runs the 22 in nascar its yellow theres a sponsor already there wouldmakealottasense,neutral,davidson
are we doing mad libs now cool uh twinkie 35 long dj pon3 cameo magic8482 crystal tree tngseason4finale,neutral,davidson
shy bladder group protests rob lowe directv ad,neutral,davidson
the walking dead is trash people that is all 128514,neutral,davidson
just saw the words tinker tailor soldier spy and muttered no aloud,neutral,davidson
my hair is trash i need to put a masque on it but that takes so much energy that i dont have,neutral,davidson
do u still have ur blk pom,neutral,davidson
thank you charlie happy thursday,neutral,davidson
oh man this could be a serious first ever chanel bag contender rt grapecolored chanel bags,neutral,davidson
so the ball did roll down the slope amp found a natural spot defending brother amp the scumbag 8230,neutral,davidson
golden oreos are the best,neutral,davidson
been huntin hard and finally nailed her best wedding koozie ive ever seen redneck,neutral,davidson
i know how you feelwaitno i dont perfect week for me would be yanks not getting lee gosox gopats,neutral,davidson
so real its unreal lol yankees worldseries 27andcounting mlb mlbtheshow12,neutral,davidson
i always soprised dat i has mo while followers den colored,neutral,davidson
you could be viewing the future through rosecolored glasses t more for libra,neutral,davidson
i told her too i said bri dont get in tweef with anyone because youre trash at it and then she goes and tweefs with like 6 freshman,neutral,davidson
bushco used to publicly trash exofficials who wrote books snow oneill etc bet we wont hear pbo trashing gates morning8230,neutral,davidson
for two year old oreos,neutral,davidson
oreos are my life,neutral,davidson
western jihadi fanboys use of language peppering sentences with arabic words to sound knowledgeable comical,neutral,davidson
which expendable player can we put in with the sole objective of breaking beverleys jaw,neutral,davidson
steek d morele vinger maar in j neus zelfde soort types bij nato stenigt vrouwen by bosjes,neutral,davidson
your tweets remind me of the times when we did the oreo milkshake runs 1am in the morning 128514128557128557128557,neutral,davidson
hey do you have that screen shot of djks wiki page being updated regarding the trash can incident,neutral,original
firecashman why because i am having to root for the royals in october yankees,neutral,davidson
the teabagger freemarket really doing wonders in bangladesh these last couple of days tcot p2 teaparty randpaul,neutral,davidson
look at you with yellow fever,neutral,davidson
its also a bird a city and a math theorem i make no assumptions,neutral,davidson
we have a project that could lead into a military program but requires a full op mock up for testing,neutral,original
teabagger state like mississippi opposed to minimum wage child labor laws unions is proscab sweatshop work pretty much slavery,neutral,davidson
128530 my nerves are being worked cos of my monkey 128529128545,neutral,davidson
crooked number followed by shut down frame love it yankees,neutral,davidson
im redneck crazy,neutral,davidson
charlie please stop from 1 ole fart 2 another,neutral,davidson
fresh out the gym but yet im bout to eat free birds,neutral,original
birds of a feather you stand with peta i stand with sanity,neutral,davidson
who is john hanson a black man a moor john hanson was the first president of the united states george,neutral,davidson
mi caldito de pollo estuvo incredible ahora a snuggle con mi snuggie y mi hubby queeee riiikkooo,neutral,original
i gots to be bein colored and all,neutral,davidson
dreamt i was in a trash bag btw,neutral,davidson
the devil wears charlie by revlon lesserfilms,neutral,davidson
parent in phoenix says administrators made her son wear pink fairy wings on first day of high school,neutral,davidson
8220 when the trash bag is so full you can barely tie it128548128548 sttooopp128563128514128514128557128557,neutral,davidson
honky tonk badonka ankh,neutral,davidson
yankees beat then in the grapefruit league the other day,neutral,davidson
i prefer zebra visually didnt know about lesser costs,neutral,davidson
charles tillmans eyes are more yellow than corn,neutral,davidson
what about yellow spots,neutral,original
dance monkey dance,neutral,davidson
even humming birds like the stuff,neutral,davidson
they have to that division is trash saints gon win the nfc southwatch,neutral,davidson
dreamed i was eating a brownie and started salivating and woke up almost coughing myself to death today is a struggle,neutral,original
mimi trash lol,neutral,original
i was in a kik group once but we called it a party line and old charlie the barber was always hogging the calls,neutral,original
you realize i8217m going to have to get out all those horror and other poems i wrote abo8230,neutral,davidson
whatta coinkydink irs cancelled contract with email backup company right after lerners computer crash,neutral,davidson
10 birds your grandkids may never see thanks to climate change climate,neutral,davidson
looking forward to ncaa and nba basketball 127936 in the states soon iubb hoosiers pacers pacernation and of course breadsticks,neutral,davidson
the shirt trash 128546 and im leaving your room a mess 128522,neutral,davidson
im gonna nip you right in the bud,neutral,davidson
but i callin out da race card aint no colored podcasts out dare,neutral,davidson
8220 yankees will never have someone wear a single digit uniform again after this season8221 wow shows that is an epic organization,neutral,davidson
how long after the name change will al memorabilia wredskins name be deemed racist and therby illegal,neutral,davidson
really this is whats concerning him right now mt looking forwd to speaking with john kerry tomorrow am abo8230,neutral,davidson
damn lol rt janay rice speaks on the domestic violence costume that mocks her marriage,neutral,original
after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer i think the youtube page is still open,neutral,davidson
burnating all yankees and their thatch roof cottages astros,neutral,davidson
after 4 hours and almost 8 pages i want to slit my wrists but i guess ill just settle for sleep,neutral,davidson
big night at wcvb martha coakleycharlie baker debate here at 7 bruinsminnesota wild world series game 6,neutral,davidson
godiva chocolate dipped oreos 128523,neutral,davidson
hear the birds on the summer breeze i drive fast,neutral,original
thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the bbc,neutral,davidson
my current favorite line is shea moisture its at target and cvs great for dry curly andor colored hair,neutral,davidson
the birds outside my bedroom window have way too much to talk about for first thing in the morning mrrrrrrr,neutral,davidson
the guinea fowls are not what they seem,neutral,davidson
we hate them more than the cowboys and yankees,neutral,davidson
that would be your yankees earlwe all know they should win all 162,neutral,davidson
dudes built like a crushed twinkie,neutral,original
i traveled back in time to middleearth and crept up on my enemy i slit the hobbits throat and by reflex vomited into my trembling hand,neutral,davidson
at pussy cat lounge killin it with my girlz and,neutral,davidson
10 rt 15 rt on average 2 but i can be an 8 when need be on a scale of 110 how ghetto are u,neutral,davidson
best collegegameday sign ever the dakness is spreading charlie murphys true hollywood stories chappelleshow,neutral,davidson
you mean the one i colored with crayons isnt copacetic,neutral,davidson
the early bearded man gets the clam herkfacts,neutral,davidson
and you know best about the bird moves,neutral,original
this picture on weibo made chinas censors add big yellow duck to its list of banned terms 8594,neutral,davidson
nah its overgt people dont tell artists what do to thats defies the definition of what we are trying to show youpeople retards game7,neutral,davidson
grr woke up ickblah congestion ew chunky bloaty gross missed the gym 1 12hr wait for the dr boo friday whineytweet,neutral,davidson
clever rt watch burfict make the hit and then mock officials by throwing a flag on himself,neutral,davidson
lmaoooo rt girls dont let a guy treat you like a yellow starburst you are a pink starburst,neutral,davidson
i love how we can marry and still be the same queer messy funny fabulous dramatic community weve always been why i love us,neutral,davidson
mt browngal gouache monkey tiki,neutral,davidson
reds havent lost a series at yankee stadium since 1961 world series 76 08 12,neutral,original
watch out ned crc worldcup2014 puravida,neutral,davidson
maybe is colored blind with his red lines and all tough talk no walk tcot,neutral,original
rip tom foley rip greg sikorskey rip charlie anaya rip wells crowther rip andy fredericks,neutral,original
word and it dont make u a hoe rt its okay to have sex on first date long as the feeling is mutual,neutral,original
when people really think im asian i get offended even though i make fun of my gook self,neutral,davidson
so who wants to tell the washington post that charlie crist is a democrat,neutral,original
looked like princess bella in that yellow dress128120128120,neutral,davidson
everyone is talking about lebron james or the voice and im just here eating cream filling out of oreos,neutral,davidson
obama i will always do what is necessary to protect the american people and defend against evolving threats to our ho8230,neutral,davidson
the kikes want to charge you 128175 dollaz for the complete version,neutral,davidson
first tbt best and drunkest yankees game ever wherescolman everclear,neutral,davidson
i see the crazy teabaggers have given up on defunding obamacare and have moved on to using veterans 1mvetmarch,neutral,davidson
answers phone coworker theres a dead bird outside me wanna split it cw what me sorry finders keepers ri8230,neutral,original
man that is a serious shiner charas sporting yowza,neutral,davidson
wearing pajamas tonight 4 da gook udigg grey day,neutral,original
lmfaooooo bye 8220 american sports trash soccer and hockey the best sports8221,neutral,davidson
the jig,neutral,davidson
great gif got a source url for,neutral,davidson
probably time to put this twitter feed to bed nyy,neutral,original
jihadi work accidents 13 taliban fighters killed when their ieds detonated prematurely8230 celebrate8230,neutral,original
stupid teacher talks to like hes retarded,neutral,davidson
lucky monkey,neutral,original
were going to make the school look so redneck tomorrow,neutral,davidson
i uploaded a video goproud makes money out of twinkie crisis in free market spirit,neutral,original
every time i play a patapon game and hear the ushishi theme i think of a beatboxing monkey yo yo yo get uppa,neutral,davidson
why do peeps gotta be mad ghetto nowadays smh pull up your pants,neutral,davidson
now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in algeria france,neutral,davidson
i need to pick between two wigs the agony my cute multicolored bob or my red stevie nicks curly one,neutral,original
bye bye charlie strong,neutral,davidson
yesterday the caged bird sang the blues rip mayaangelou,neutral,davidson
might walk to dunkin donuts i want a oreo coffee coolatta,neutral,davidson
it didnt open das y i asked cus i thought yu ate wat i had pork chops yellow rice n beans,neutral,davidson
top layer trash,neutral,davidson
nowplaying ian hunter once bitten twice shy on 1069thearrow,neutral,original
looks like a tool but is useful as a clay hammer fag,neutral,davidson
man city and the yankees have got together to form the 20th mls clubthey begin playing in 2015,neutral,original
he will need monkey bars on his tricycle,neutral,original
thats true in some ways gaming is very broad now a days tho everyone is a gamer with candy crush and angry birds,neutral,original
well you got to see pompom pete,neutral,davidson
the moors used to give kids free lunch in the bronx when i was a kid glad to see they are still doing good,neutral,davidson
colored denim makes me puke,neutral,davidson
damn joe buck just making it sound like greinke was trash when he played for the royals chill out joe,neutral,original
she unfollowed me after i said i cried watching dawn of the apes lmaooooooo,neutral,davidson
thats for the birds,neutral,davidson
elect democratic nominee charlie hardy to us senate wy defeat tea mike enzi tntweeters cir,neutral,davidson
hot 97 trash,neutral,original
the nfl is very equal this season everybody showed glimpses of being trash,neutral,original
his defense is trash and hes been rocked by jesus soto karass and diego chaves,neutral,davidson
my son is 9 and still has issues tying his shoes because hes barefoot all the time in case you wanted to know my hillbilly status,neutral,davidson
i like them dark light carmel white red tan yellow blue purple green it doesnt matter what color they are,neutral,davidson
coon rt ltfills coffee up halfwaygt ltuses 11 irish cremes to fill other halfgt,neutral,davidson
ewwww her nips are def more perfect than that,neutral,davidson
cheating on a good woman is like eating out of the trash instead going out for steak truth,neutral,davidson
the real reason y she gave up rapping was because of me i called her trash to her face n asked for8230,neutral,original
them hoes are clean,neutral,davidson
thanks hun haha,neutral,original
truth rt david is the charlie brown of scandal,neutral,davidson
killing it at home 127936 nba pacers indiana paulgeorge hoosiers basketball hashtag winning,neutral,davidson
whatchu sayin hoe you know im the man hoe,neutral,davidson
rt far right hero and allaround rwnj dsouza took to twitter on thanksgiving to mock trayvon martin a murdered k8230,neutral,davidson
breaking japanese ace masahiro tanaka will sign with the yankees for seven years 155 million via fox sports,neutral,original
could be wearing a trash bag and shed still be the stylish and coolest human i know,neutral,original
comes from a guy whose sole qualification to be cm is being the lucky sperm,neutral,davidson
early bird gets the worm gogetit,neutral,original
media be like muslim whale attacks us navy muslim tiger attacks zookeeper muslim bird attacks eiffel tower mu8230,neutral,original
iubb 1 suiting up again tonight indiana iu ncaa hoosierdaddy hoosiernation hoosiers,neutral,original
charlie wears womens clothing,neutral,original
low turnout reported but charlie crist just filed and emergency motion to extend voting hours in broward co,neutral,davidson
a squad of dyke cholas fear nobody they worse than the cartel,neutral,davidson
the bucs has 2 great uniforms and ruined them both for that trash smh,neutral,davidson
amp the hunters anthem goes al goreing we will go hi ho the dairy o al goreing we will go,neutral,original
8220 83 youre really cool youre good at basketball and your a zebra 1279361280608221 is this,neutral,davidson
why does julia roberts seem completely shocked that shes been nominated hey julia youre in a gown the jig is up emm8230,neutral,davidson
last thought before bed in 92 we had a mock election in 3rd grade and i voted for perot maybe i related to his rea8230,neutral,davidson
charlie im an old lady dont ever say ugly things about ur childrens mom i get it jus dont big hug,neutral,davidson
this flappy bird game addicting,neutral,davidson
teachers trying to pronounce ghetto names on the 1st day of school,neutral,davidson
i laugh oreos and lady gaga on a sunday day,neutral,davidson
hit the clam chowderthanks for the wishes and the card,neutral,davidson
video 8220don8217t hurt yourself8221 hits a jumper over a rookie proceeds to talk trash ht8230,neutral,davidson
knock em down wit sum chunky 128548128299,neutral,davidson
i was born yellow,neutral,davidson
cheers dude might nip to town for theeditors vinyl musicmatters,neutral,davidson
that crow has socks,neutral,davidson
goes to yankee candle buys beer scented candle goes home lights it waits for a boyfriend,neutral,original
i just might buy myself an arod jersey newyork yankees mlb,neutral,original
that pic with the red bone in braids and that tiger in the back for sale,neutral,davidson
russel martin had a miserable season but is quietly having a good september yankees bluejays mlb,neutral,davidson
wib plays next fri 51614at the silverdome ballroom21 in neillsvillewi with charlie parr amp hobo nephews of uncle frank tickets 15,neutral,davidson
justice for british seagull spraypainted red by thugs the bird won8217t be able to fly anymore h8230,neutral,davidson
drawing myself an organic powdered goats milk bath with rose petals and chopped clams eww what just kidding its mr bubbl8230,neutral,davidson
great weather to hit up the slopes this weekend amp open saturday cowx skiseason ht8230,neutral,davidson
ive got saltine crackers and red wine here is it possible to diy a communion i uh havent been to church in awhile tbtweets,neutral,davidson
dress shirt saggy jeans backwards yankee hat now thats lifting swag,neutral,original
charlie crist doesnt have any more political parties to join but he could become a spokesman for a fan company,neutral,davidson
bill maher mocks gullible america for missing the real enemy,neutral,original
the jigg is up,neutral,original
rt ok im watching mook vs luxneither of them was good but mook won 30 this wasnt close to me vs hitm8230,neutral,davidson
today i start breaking in a new pair of docs have mercy on my soles,neutral,davidson
shy girls are cute,neutral,davidson
iwanttopunchpeoplewho mock god,neutral,davidson
one mans trash is another mans treasure believe,neutral,davidson
a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry8230,neutral,davidson
grinding yankees,neutral,davidson
whipped out some french in front of some babes at the post office winning,neutral,davidson
finally warner bros making superhero films starring a woman person of color and actor who identifies as queer,neutral,davidson
eharmony just informed me that my soulmate is an 02 sea doo with a trash bag of whataburger taquitos bungeed on top thx dr neil warren,neutral,davidson
8220 i hate when i attempt to make the yellow light but the car infront of me stops at the light 1285451285451285458221825265039 i be wanting to fight128514,neutral,davidson
powers u dont go outside ur tanks been on full for 2 months u anti social monkey,neutral,davidson
have you ever popped champagne on a plane while gettin some brain whipped it out she said i never seen snakes on a plane,neutral,davidson
in with the go to air out with the bad air and wheres my next brownie,neutral,davidson
now 5sos is starting to tweet the hashtag theyre trash vote5sos,neutral,davidson
i need a cowboy killer and a cold one about now probably too tired tho to get down128541,neutral,davidson
watching steelers colts getting blinded by the steelers uniys look like bunch of bumblebees,neutral,original
denver tv airs clip of digging through trash in ghetto aurora to put black and mexican ballots to good use8221,neutral,davidson
charlie rangel 180the things we believe in are spiritual damn things180,neutral,davidson
funny i thought tbt 90s photo this week would have you hanging me over a trash can by my ankles,neutral,davidson
jay i think once someone has alzheimers suffers from alcoholism and is mildly retarded people shouldnt mak8230,neutral,davidson
led christmas decor lights 10m 33ft 100 led fairy string light for outdoorindoor,neutral,davidson
peyton mannings remarkable season 8226 5477 pass yds nfl record 8226 55 pass td nfl record 8226 450 completions 8226 likely ho8230,neutral,davidson
a bird that courts females by building a beautiful nest with bright objects 8230 wildlife,neutral,davidson
clams to be a comedy writer untrue,neutral,original
got receipt ink on your soles no problem,neutral,original
black americans are worse off under bho well researched articlebound to elicit cries of uncle tom 8230,neutral,davidson
now jimmy want to talk trash wouldve shouldve couldve now chris stop talking and spitting,neutral,original
would be perfect wa graham cracker flavored bun or a maple dougnut bar,neutral,davidson
smh rt and henny too rt beer trash af end of story,neutral,davidson
this reminds me of another quality video lol he aint fittin to front for these peckerwoods,neutral,davidson
8220 kissin small lips is trash lol8221 yessssss,neutral,davidson
foles vs 9ers in san fran or eli vs redskins in dc,neutral,davidson
last name sinner first name imma like ur pancakes in tha mornin he got u covered like aunt jemima,neutral,davidson
charlie sheen,neutral,original
correction gtgtgtgtwhen the sky is yellow death is upon us no im scared,neutral,original
recap in epic storybook ending derek jeter closes his last game in bronx with a walkoff,neutral,davidson
declares victory by introducing our next governor charlie baker wcvb,neutral,davidson
happy halloween from rick james aka swaggy and charlie murphy haha darkness everybody,neutral,original
typical hitchens type atheist and was watching a doc on how hollywood hates god ready to mock it,neutral,davidson
am so high that birds and planes are my peers,neutral,davidson
colombia supporter reminds us the double bird is a universal language,neutral,davidson
im assuming mickey bubbles,neutral,davidson
embrace it love it flip this group of mine runoff water colored turds off and make a pick,neutral,original
whats with that comeatmebro bird stressful,neutral,davidson
bae means before anything else i always thought it was a ghetto word for babe,neutral,original
fairy tale world lmao,neutral,davidson
video charlie baker makes final push for votes,neutral,davidson
im making pollo a la brasso today,neutral,davidson
webbers rt sz13 vnds restorers dream cracked midsole sole separation and fogged bubbles 150,neutral,original
lester tried to eat your bird,neutral,original
frozen peas and ibuprofen my new best friends cripple,neutral,original
it is shakespeares birthday take a look at some shakespearean trash talk,neutral,davidson
that ouija movie look like trash,neutral,davidson
victory yankees outlast as 109 in 14 innings eduardo nunez the hero and oh yeah first place still resides in the bronx,neutral,davidson
puppets like don will intentionally and forever cripple our peoples ability to unify a eco and political consensus,neutral,davidson
all i wants is to represent da life o da colored man,neutral,original
not just gave 2k a trash nonbasketball soundtrack yall still have problems with servers 128530,neutral,davidson
an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash,neutral,davidson
yeah they trash q this man capitalized his h tho im takin all ya fans,neutral,davidson
8220kobe8221 as they shoot a piece of paper into the trash,neutral,davidson
just getting in i hope so cause they stunk it up last night,neutral,davidson
gonna shower for the sole purpose of shampooing my beard,neutral,davidson
i cant sleep so ima watch spongebob and eat crackers and peanut butter,neutral,davidson
brown colored eyes are really blue under a layer of melanin,neutral,davidson
panda express is so trash but i wanted chinese and didnt feel like gettin out the car,neutral,davidson
call me old fashioned but im sewn together with magic and birds,neutral,davidson
lmaoo we was sayin this same statement last year rt boozer is trash bro im done 128514,neutral,original
first jig of the night,neutral,davidson
new test makes your poop neon colored if you have colon cancer 8594,neutral,davidson
128514128514 my fault it sound like it fucc nicca,neutral,davidson
republican rick scott has been reelected flgov defeating democrat charlie crist,neutral,davidson
charlie day,neutral,davidson
anybody want any sugar maple saplings i have about 50 popping up in heidis hillbilly beach me and emms planted two friday,neutral,original
only in my hick town can you walk into a national sports bar and get busch light in a can smh,neutral,davidson
charlie crist leads rick scott in a florida governors race where every vote will matter,neutral,original
officials jihadi cockroaches now booking tickets on cruise ships to syria,neutral,davidson
wheres the part where fat amy goes err wop wobn wefo thingspeoplesay,neutral,original
some jihadi posted a bio of the isis boss mr awad with excellent sociological info cant thank himher enough for the gift,neutral,davidson
great lead battle and then ricky hits danica for a yellow oh boy nascar,neutral,davidson
8220 oreos and milk 1285238221,neutral,original
our disco we used for disaster recovery was an awesome brownie points to how well built they are most extreme conditions,neutral,davidson
would not spend my money on trash like that,neutral,davidson
practically got arrested tonight not allowed on utampa grounds for a year now fml im retarded,neutral,davidson
tyrone i didnt mean to throw your mixtape in the trash cmon fam,neutral,davidson
tryna get to home like base to base to base closet looking like planet of the bathing apes,neutral,davidson
blessjesus amos 33 can two walk together except they be agreed,neutral,davidson
when joey bada said traded in my nikes for a new mic i guess its safe to say he sold his soles for a new life,neutral,davidson
it always looks so nice i was gonna buy this yellow one,neutral,davidson
just saw dawn of the planet of the apes one of the better moves ive seen this year i didnt know if i wanted the apes or8230,neutral,davidson
brass monkey dat funky monkey,neutral,davidson
im finna see the yankees win a baseball game,neutral,davidson
woot rt yankees completed their sixth series sweep of the season and fourth at home,neutral,davidson
its the start of another yellow jacket season tonight how about a rt for all the jacket fans gtvt1,neutral,davidson
mamps bids for most social christmas yet with 8216follow the fairies8217 campaign cle marketing,neutral,davidson
remember when the dude who played young ned followed my youtube channel this was when i actually used my youtube for more than favorites,neutral,original
so ive been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia,neutral,davidson
larry elder is an uncle tom i cannot believe how he is degrading a child,neutral,original
charlie crist has asked to keep polls in broward open until 9pm claiming long lines media reports say turnout light in broward,neutral,davidson
working theory this selective race abortion ban passed in florida today was just an excuse for redneck reps to say,neutral,davidson
thats hoser eh to you,neutral,original
when the yanks and sox get together things usually go smoothly gt,neutral,original
two birds with one stone biggs,neutral,davidson
well i play flappy bird now and i dont know why,neutral,davidson
glory isaiah mom asked me if i wanted a brownie i said no thanks she said what are fasting,neutral,davidson
this is better than flappy bird128525128525 falloutbird,neutral,davidson
i wanna go to the ghetto club tonight,neutral,davidson
confused are lefties using the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equating the t8230,neutral,original
looks as if federal gun laws to be proposed this week lack awb hope the media and antigun crowd choke on crow,neutral,original
flappy bird is gonna be the death of me,neutral,davidson
do you have a nickname what is it 8212 tator tator tot tightey whitey whitey jr taylor whitey pants agent ti,neutral,davidson
yankees 60 nine straight hits price not your night,neutral,davidson
jadeveon clowney tops s latest mock draft hes a once every 15 to 20 year guy 187,neutral,original
degenerateartist sniffs whiffy balls involuntary cuz a fairy walks downtown hairy climatechange all our scary sense of hillbilly sneezegt,neutral,davidson
my grandma threw out all of my raps ones i made from 7th grade to now im literally crying thats all my work in the trash 128530128532128547128546128557128560128545128548128544128127128122128589,neutral,davidson
i liked a video the sock fairy a short film,neutral,original
better off banning teabaggers and their anti american supporters,neutral,original
obispo ho well do it big,neutral,davidson
reaaallly wish i had more milk for oreos lol,neutral,original
never seen purple bird poop until today lol,neutral,davidson
you date colored men,neutral,davidson
its time amend 14th amendment it was written to protect newly freed ex slaves its lived its purpose time to end anchor baby loophole,neutral,davidson
when you has a frownie eats a brownie,neutral,davidson
certainlt not the paddies,neutral,davidson
ultimate chocolate chip cookie n oreo fudge brownie bar,neutral,davidson
dat da bad thing bout being colored day bring me in to fight but dont vite me to da victory partay,neutral,original
ch3burashka sure gets to be a nitpicky russian monkeybear thing sometimes doesnt he,neutral,davidson
memorial weekend early bird wine walk price is still available we have 21 participating locations,neutral,davidson
someone please bring me goldfish crackers,neutral,davidson
