text,label
aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,hate_speech
my problem is that i love bad bitches,offensive
the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro,hate_speech
is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige,hate_speech
you cant owe me shit ion trust niccas,hate_speech
if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of fifa,offensive
bitch you hella late i went yesterday lol,offensive
these peanut butter brownies bout to give me life too 128523,neutral
hahamonkey feeti like itbut 4 realfeet are magical on a backit smoothes every nook and cranny of tightness,neutral
fat bitches fat bitches heeeey,hate_speech
degenerateartist cant do it all on cardgt im not a french muslim retardgt i dont expect or demand a child bride yard cuz i got man dickgt,offensive
chippah i hopes you aint be hangin wit dis wigger boy,offensive
cant mean something to someone when they hittin up otha bitches,offensive
bitch please are you trying to say i was closer to philly than you,offensive
thank you jackass zebras,neutral
i hate hoes,offensive
why he try say alexi stole jo bitch lmao,offensive
so your a nigger fighter huh,hate_speech
donkey son of a bitch mother fucker,offensive
he was 17 not 16 amp he tried to beat up a much weaker creepy ass cracker that is why he is dead if zimmerman was a woman,offensive
thats you faggot you eat shit for fun 128514128514,offensive
lebron bout to cry lil bitch,offensive
define wigga,neutral
i be try a log on to ig an like pics but bitches dont be posting no pics,offensive
anybody on the team has permission to fuck my bitch,offensive
it was paul mccartney faggot,hate_speech
as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up pisses me off,hate_speech
8220 faggot8221 respect,hate_speech
come on nd get that chicken niggers love dat chicken from popeyes,hate_speech
whops yardie go smoke a blunt and tell a nigga to come through you are stressed,offensive
ive never had a twinkie,neutral
embrace it love it flip this group of mine runoff water colored turds off and make a pick,neutral
so your a nigger fighter huh,hate_speech
women complain that chivalry is dead yes congratulations bitches you killed it with feminism,offensive
its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant,offensive
in conclusion lois lerner is a giant bitch,offensive
man fuck these bitch ass niggas how yall doin,offensive
puss or pussy,offensive
my mama made me some brownies they was everything 128553,neutral
probably time to put this twitter feed to bed nyy,neutral
that was my faggot rant for the night,hate_speech
get your nasty ass out of my snapchat bitch,offensive
128514128514 fucc nicca yu pose to be pullin up,hate_speech
but not disaster pussy that thing is a wreck,offensive
nigga getcho bitch treat her how she wanna be treated but i aint triccin 128175,offensive
i hate that my mom says she trying to move out here like bitch the only reason your trying is because you dont have a place to live,hate_speech
oreos first you twist it then you aw crap it broke,offensive
i love how hoes be like omg warped tour yayyyyy gaaaaaaaaaaaay,offensive
in your dreams little leprechaun hemroid,offensive
what about yellow spots,neutral
sounds like a good idea but i want my word to be spread jews niggers and commies alike,hate_speech
8220 127850127850127850127850127850 bitch ass nigga fuck you 1280791280791280791280791280791280771280771280771280771280778221 lt these hoes aint got no manners realtalk,hate_speech
my bitches pop that pussypop that gum and pop pills,offensive
my roommate is eating so obnoxiously i wanna fucking slit his throat,offensive
song trash,neutral
no officer i wasnt drunk driving i was swerving on them hoes,offensive
some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was usher,offensive
geta life faggot,hate_speech
obama8217s faves muslims black ghetto trash via,hate_speech
shannon said u hoes cant be wit the glo,offensive
these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come8230,hate_speech
8220 slut hoe8221thot whore,offensive
jameis winston is a nigger,hate_speech
shut up faggot,offensive
faggot,hate_speech
said i aint neva love no bitcccccch but these bitches steady lovin on me on me ayeeee so what am i,offensive
im going to murder that fucking cunt,hate_speech
this bitch look like a fucking white trash trailer park queen lookin man bear pig,hate_speech
bad bitches is the only thing that i like,offensive
faggot,hate_speech
stop stalkin your girl social media u bitch ass nigga,hate_speech
aye bitch,offensive
look at this bad bitch,offensive
dont get it twisted its my shit bow down bitches,offensive
8220 ill fuck a bitch real quick8221,offensive
i love racism blame whitey for everything now that you mention it i bet the white man put the desert tortoise on bundyranch,hate_speech
you want me on the couch playing video games where you can see me or out with my friends with other pussy in reach bae,offensive
your gay stfu dumb monkey,hate_speech
stfu faggot a clip is 4 holy fucking tittyy shit,hate_speech
rutgers terminated mike rices contract by repeatedly calling it a cunt while hurling balls at it until it finally kill,offensive
ion like papoose but he went in lol,neutral
i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment,hate_speech
alright ya faggots lets just stop with all the so and rt no one gives a fuck on what you think of other people probably lying anyways,hate_speech
way to take orders like a little bitch bitch,offensive
8220 eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense8221 stopit,neutral
faggot,hate_speech
perhaps im not a diehard yankee fan but theres no more point in watching this debacle yankees tigers mlb so what else is on lol,neutral
how would u know if i dont fuck with you exactly you dont wtf i got shut your retarded ass up,hate_speech
we got gin mad blunts and bitches sucking dick,offensive
not about to shoot this pussy ima beat his face into the asphalt t,hate_speech
coons and monkeys like you disgust me you minstrel show negro crying about shit all the time youre a disgrace everywhere,hate_speech
128514128514128514 i just said that rt my tl gotta chill with this pretty face challenge foolishness yall hoes agg,hate_speech
ceasefirelets see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,hate_speech
once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic8230,offensive
my alarm clock should be callin lol wake yo ass up and get this money bitch,offensive
lmao let these hoes be hoes aint no savin nem,hate_speech
she said she aint tricking off on them hoesllsfoolish,offensive
ima kill that pussy straight murder that shit and ima eat it eat it eat it 10432911040788 and lick it till it slaps aye 10412371041191,offensive
here ya go wetback eat this,hate_speech
you thought you had enough hair for a ponytail bitch,offensive
cause im a trophy hunting little bitch,offensive
8220 bitch you not coming,offensive
apaches 30 mm rounds turn jihadis into tomato soup,hate_speech
i think you should reconsider hes a little bitch to the one true god almighty cthulhuplease for your soul seany,offensive
yo fat ugly ass couldnt even pull the ugly bitch in the school,hate_speech
bruh youre not a friend you fuck with me when you and ya bitch into it 128514128514128514,offensive
true i miss yall man yall are my brothers is mikey starting and what about the chink lmfao,hate_speech
got a bad ass bitch just bouncing on my dick,offensive
thanks little fag 128536,offensive
from now on i will call all radical muslims niggers it is very fitting and it is racist i am racist against anyone who hates america,hate_speech
bitch u ugly then hoe,hate_speech
thanks for ignoring my texts fag,hate_speech
2 bad bitches 3 glocks 4 choppas,offensive
i just bitch slapped my brother,offensive
boy i was clean in them bitches,offensive
8220 tom brady slowly becoming washed1280648221 nah his weapons just trash,neutral
chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,neutral
degenerateartist isnt a bitch walks back his wordsgt isnt a witch who questions a turdgt im a glitch who evolves your absurd,offensive
hate when you point out truths to people and they flip the script like youre in the wrong bitch what,offensive
you know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn dvds,offensive
media matters executive behind stoprush campaign blogged about 8216trannies8217 8216homos8217,offensive
just smashed a bottle over buzz head because hes a cunt,offensive
8220 just seen 2 pregnant bitches fight8221 did the look like sumo wrestlers,offensive
shoot that nigga amp his shorty bitch 128143128299,offensive
ill let u clam on top and let dat nookie pop im in dat cookie jar i aint no rookie girllll,neutral
why you let these hoes tear what we had apart you shud be beware beware,offensive
why do yall bitches act so childish,offensive
smoke wit a bitch in nap and let her play music i bet 100 she turn on boosie or some slow shit 128530 real shit,offensive
with me bitch,offensive
a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 8230,offensive
yall bitches be liking yall asses ate lmfao,offensive
forgot how good i am at nhl13 too bad is a pussy and wont buy it scared to get fuckin scraped,offensive
i woke up with a sore throat im cold niggers will be niggers so terrible,hate_speech
dont be no bitch amp not speak when i initiate a friendly hello,offensive
she think she bad but my bitch meaner,offensive
ayo twat boy i gotta new phone give me yo jack now,offensive
i woke up with a sore throat im cold niggers will be niggers so terrible,hate_speech
one less little nigger that would grow up into a big nigger,hate_speech
your whats wrong with the white race you fuckin coon slaying piece of poop please die alone,hate_speech
nick young says that close to 100000 worth of money watches sneakers and clothes were stolen from his house last nig8230,neutral
i hope you get eye cancer bitch,hate_speech
need some ice cream and oreos 128525,neutral
then who are you to call me trash 128522,neutral
alright fag,hate_speech
alright your time is up rt cheesecake trash,offensive
got receipt ink on your soles no problem,neutral
8220 hoe fax type yo bitch number in google to see if it pops up on back page thank 8221 128514128557128514128557,offensive
niggas be in they feelings when they find out their hoe fuckin another nigga stopsavinthesehoes,hate_speech
tbt my precious gook baby 128525128525128525128525128525128525,neutral
stacey dash won 128166 baddest bitch evaaaa,hate_speech
ah lil bit bitch 128526128527128514128076,offensive
lmaooo wait so why everybody talm bout card crackers i missed it,offensive
never again will i put so much into a relationship unless the bitch actually puts more effort into it than me,offensive
i got lean i got work i got bands my nigguh,offensive
flirting with bitches on a twitter like,offensive
to spam this bitch ass nigga rt migos,offensive
i tweet like a nigger,offensive
weed nigguh retweet that,offensive
you bitches are grade a weird,offensive
hey windy does your dildo take out the trash for you buzzzzz,offensive
its a bunch of penis on my timeline literally u want me 2 dm u my pussy lol,offensive
im pregnant charlie brown worstpeanutsspecialever,neutral
when you eat food thats too hot and start breathing like a retarded dragon,neutral
i aint sharing no bitch if you mines you mines 128175,offensive
you mean bitch ass pussy,offensive
you just salty you ugly and white rt they all some hoes,offensive
bitches dont wann fxck me no more bitches wanna fxck all my bitches,offensive
this faggit bitch tried to say she hoed for hd bearfaced bitch yusa fag,hate_speech
my nigga is a bad ass bitch forreal forreal 128514128151128139,offensive
dont sleep on ma niggah chood 128076 128175128175,hate_speech
done that spell check we know you meant fat liberal dyke feminist nazi bitches,hate_speech
kept the border open to disease from central america lowest workforce part since carter yep a real boon to nc,neutral
my job some hoes how you gonna call at 734 talking bout come to work at 8 128530 ummm no im staying in bed,offensive
i miss you too faggot 128557128522,offensive
happy birthday freshman faggots,hate_speech
i hate that wee boy wae the squinty eyes in the game of thrones suchaprick hopehegetskilled,neutral
i dont fuck wit hoe niggas,offensive
8220 i did use to buy 2 tees n wear both dem bitches at the same time8221lame ass lol,offensive
you got some hoes here yet,offensive
if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling,hate_speech
if you say any of the following words the convo is over nigger nigga swag yolo fag retard,hate_speech
but thats what you call white trash with money,hate_speech
i like chinese buffets but i hate all the chinks,hate_speech
wcw all the bad bitches 128069128166,offensive
dude your fucking gay you made a twitter just to mock me fucking lowlife,offensive
thisty hoe,offensive
alsarabsss hes a beaner smh you can tell hes a mexican,hate_speech
karmas a bitch and so are you and i genuinely mean that canttrustanyone hatefakepeople,offensive
minus all the retarded poor bots,hate_speech
just 113 days until yankees pitchers and catchers report,neutral
whats your youtube channel then faggot,hate_speech
1285141285571285571285571285571285571285578220 bitch for who gap rt im a model yall bitches cant tell me nothin,offensive
fucking james tried to tell me jawga boys sucked i went ape shit dude,hate_speech
dem niggas ca have them white hoes i love my beautiful black sistas,hate_speech
friend zone ass nigguh,offensive
you out there popping them pills fucking them stank hoes keep it real you aint really bout your bank roll youre satisfied,offensive
mr president amp homeland security please ignore any foreign threats and focus your sole attention on our police force acab landofthefree,neutral
school is so pointless im just trying to pass the class and get out this bitch,offensive
sitting at the bar at work watching walking dead and all these fucking wetbacks decide to come in amp turn on their spic music jesus christ,hate_speech
i made you bitch,offensive
muhammad ali roy gracie out this hoe,offensive
yeah you right and you know them mexicans bringing all they family that hoe finna be packed,hate_speech
im so tipsy i just tried to relate hoes to mild sauce and make it relevant lol,offensive
the 6 commandments of being a hoe,offensive
big bro moose trying slide into these hoes dms,offensive
mfs still in the same spot as 3yrs ago beefing with the same nighas sleeping with the same hoes eating from the same restau8230,hate_speech
bitch am not your fam and wtf is skrong who says shit like that get your wack ass off my page lamo,offensive
the streets aint going no where these hoes for everybody when you got someone real you hold on to them,offensive
lol she blocked you little bitches these days 128526,offensive
always eatin good wit my niggah and good lookin on the cd my boy got some heat now i can bump some bangers,offensive
thank you based pee slit,neutral
karma is a bitch damn godprotectshisangels 128588 sips tea,offensive
8220 oh my dogs pussy is so tight time to loosen it 128527,offensive
my tuesday bitch man i aint even hit it yet just finger pop her pussy just to sit and get the kitty wet,offensive
were out here and were queer 2 4 6 hut we like it in our butt,hate_speech
what a fag,hate_speech
beans u beaner,hate_speech
i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch 128514128557,offensive
only faggots drive stick,hate_speech
8220 sick of all the trash talk and cocky attitudes shutupandplay8221 refs have to take control when needed,neutral
using ymxb to find the slope of that ass,offensive
shoutout to your main bitch,offensive
loves austin webber such a boon for 6hcota,neutral
i dont give a flying fuck what a teabagger piece of human garbage like you thinks,hate_speech
shes one of the ugliest women ive ever seen cross between a reptile and a crow,hate_speech
ay cuh its hot af im finna go buy yo bitch some ice cream lol,offensive
8220 niggas talk more then bitches these days8221,offensive
most of these niggas go broke for these hoes,hate_speech
my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,hate_speech
yall bitches only muslim when yall hair fucked up ctfu stop that youngs,offensive
cookies sound wonderful,neutral
that bitch got a red cootchee rover and shit 128514128514128514128514128514,offensive
neveraskablackperson if her hair is hers she will hit you with a bitch i bought it so its mine,hate_speech
ill never let a broke bitch influence me 128564,offensive
man ducked me like a true hick would have split that white trash faggot lid,hate_speech
stop being a pussy,offensive
bengals kicker trash,neutral
8220 these hoes aint loyal8221 no they aint,offensive
i swear new bitches here me rap and its a wrap,offensive
porn stars are 100 acceptable bro im was talking about these air mattress hoeslol,offensive
nope not at all but im stuck in a house full of fucking niggers help me escape 128553,hate_speech
grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo,neutral
getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,hate_speech
youre a faggot,hate_speech
shut up faggot no one cares,offensive
i hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,hate_speech
8220 versace versace i talk shit on twitter and so that bitch blocked me8221,offensive
when you know for a fact you got a woman who loves you other bitches dont even matter,offensive
hoes are more fun,offensive
if i hold the door open for you bitch you betta say thank you or imma slam the door in ya back,offensive
never invest money into a broke bitch,offensive
your so fucking retared its not even funny bitch im going to sleep u,hate_speech
bitch you better play w this d i i i i i i i i i i c k,offensive
lmaooo friday after next 8220 you like that yo sons a fag8221,hate_speech
mrnvr get no pussy u a virginnnn,offensive
youre responsible for the story inside you dont let selfdoubt cripple your creativity amediting amwriting writetip,neutral
shut up you stupid bitch,hate_speech
yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514,offensive
my fantasy reign starts today got pussy nigga los up first lmaocmon seattle d cut upppppp,offensive
kik is for hoesyou either gone shit or get off the pot,offensive
ima beat yo lil young ass quick plyin hoe128074128514128514,offensive
yea bitch 128514 how dat shit feel,offensive
i hate when people ask 8220who you tryna look good for8221 bitch myself bye,offensive
cry about it you still cant even talk to me even though im supposedly the shady bitch that wont confront you lol,offensive
the reason you called jesus a monkey is because you knew he was not your color farrakhanthetime,hate_speech
swag killed the bitch like columbine,offensive
yall take note there aint never tornadoes where colored folk live,neutral
i hate hoes,hate_speech
ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time,offensive
there is no such rule as tie goes to the runner out or safe yankees johnsterling,neutral
ur brother looks so queer and ugly,hate_speech
dawg rt you ever fuck a bitch and she start to cry you be confused as shit,offensive
this is fucking retarded,offensive
so basically you like the background music fag,hate_speech
everytime i go out i aint never wit no new bitches cuzzints,offensive
its a joke bitch fix ya face 128514128514128514128557128557,offensive
make up artists cover up for selling pussy or second gig for bartenders or students,offensive
i love seing new ones cause i save them and then youse them bitches lmfao,offensive
dmv nigguh dress funny as hell,offensive
fight me you fucking obese niglet,hate_speech
you sure do have a pretty face for a cripple,neutral
look at this little faggot tell her shes beautiful as much as you can itll make her smile,hate_speech
look at this faggot,hate_speech
this bitch and her cankles,offensive
your girl hold my dick like a wii controller wheres your bitch nigga we control her,offensive
happy first day of college nigger,hate_speech
drop that bitch on the atomic bomb,offensive
when bitches you dont like talk to you at work workproblems workflow byebitch,offensive
cant stand when a nicca pillow talk about you to a bitch,offensive
leave you beaner retard,hate_speech
can someone get me cheese and crackers,neutral
nigga ended up going juco messing with them hoes and then signed a the smallest of d1s moral of the story take what u can get,offensive
this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks 3mins ago but they closed,hate_speech
screw the ragheads,hate_speech
how about you wash my butthole out with your tongue you little faggot,hate_speech
dont trust hoes they aint loyal,offensive
not dykes or anything128111128539128109,offensive
charlie sheen is the man lol,neutral
you couldnt handle iowa pussy here kitty kitty kitty,offensive
faaaaggggottttt speaking with the blonde hair and confused youre a hypocrite cuz youre a faggot,hate_speech
halloween candy corn bird,neutral
youre racist against white people whigger antiracist is a codeword for antiwhite antizionist is a codeword for antisemite,hate_speech
she looks like a real dyke now,offensive
ewww bitch canunot fuckoff,offensive
bowebergdahl there hasnt been a trade this lopsided since babe ruth was traded to the yankees for no no nanette cash,neutral
nah go talk to ur hoes since u dont wanna text back n shit,offensive
no these are only whites pies well do you have any negro pies,hate_speech
was deleting this pic until i realized a dike in the back ground dressed like a nigga with wedges on 128514 bitch im 128128,hate_speech
im flexin on these bitches all gold bottles no bombay,offensive
whenever you need your hoe protected on social media or anywhere in the world please contact and hell fight for that hoe,offensive
call him a cock blocking faggot,hate_speech
fuck da bulls and your trash ass music nigga 8220 fuck da cavs8221,offensive
i think this nigga retarded g,hate_speech
only one current yankee sells only one current bosox sells only one player on each la team sells most teams have 0 yeah,neutral
my anaconda dont want none unless you defeat the huns son,neutral
ampwhen they say him they mean dyke ron wcw,hate_speech
your girls pussy smells like sour cream and onions,offensive
man city and the yankees have got together to form the 20th mls clubthey begin playing in 2015,neutral
every time im posted up using my phone a macys employee wanna scare me 128553128074 bitches,offensive
spongebob ass niccas fr,offensive
niggers,hate_speech
that look after you just put a bitch in their place,offensive
geno smith gt alex bitch smiths trash overpaid ass,offensive
if you jump someone youre a bitch regardless the situation,offensive
hurt hoes be like,offensive
bye youre a queer,hate_speech
this side hoe main chick talk is disgusting get a life man,offensive
niccas dnt kno bout da art of finessin,offensive
ah nigga dat cares about opinions and get involve in hoe shit either gay broke or aint getting enough pussy,hate_speech
8220 128525128525128525128525 in the yellow is rock hard,offensive
shut up hoe ass nigga,offensive
i dont hate the japs but i aint forgetting gettin japped either,hate_speech
ya kno nigga got two accounts128586 rt when the lil bitch start tweetin shell see these tweets or someone will snitch,offensive
more queer lady templars thats my point,hate_speech
senator is an anchor baby go back from where you came natural born canadian,hate_speech
fucking faggot,hate_speech
dont mind black peoplehate niggers,hate_speech
bitch im 17 and i didnt follow you hahaha,offensive
bitch i aint arguing with you fuk on you said some slick shit n i addressed it simple,offensive
please tell this bitch im subbin her ik one of you faggs on here fuck with those lames shit im blocked or i would lol,offensive
come back hoe,offensive
id like to rape the bitch that posted that,hate_speech
i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,hate_speech
so to this hoe tonight ol hating ass,offensive
im so sick of u niggers,hate_speech
nigga ill take ya main hoe make her call her home girl and make em share the same dick,offensive
produced by yung 128293128293 bouta drop dis hoe,offensive
i cant blow bubbles or whistle im basically retarded,hate_speech
stfu white trash,hate_speech
people on this site are fucking retarded sometimes,hate_speech
members of nontraditional religions are all subhuman trash,hate_speech
two hoes arguing bout who fucking who for x amount of money lol what,offensive
8220 you wont have to herd for hoes no more lol8221 lmao i hope not this shit schressful,offensive
8220 woaaaahh that coat though lol8221nigga too warm in that hoe,offensive
niggers,hate_speech
pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures,neutral
we have a project that could lead into a military program but requires a full op mock up for testing,neutral
these hoes aint loyal,offensive
teaching that pretend son to b a pussy his son would have lace on his jock strap,hate_speech
this is a joke right youre on here like ugh i wish i was a jap and tweeting in gook and shit and jerkin to hentai,hate_speech
8220 if youre playing flappy bird 18002738255 national suicide prevention lifeline rt to save lives8221 8230,neutral
these shoes are going to be a bitch to break in tomorrow,offensive
stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde,hate_speech
lmaoooo what a bunch of fags,hate_speech
if yo girl cant have homeboys you a ol weak bitch ass nigga,offensive
only lesbians get their nips pierced ew,hate_speech
nigga you know we hacky sack hoes nah i throw no look passes lmao,offensive
nah they let french montana spit trash at will,neutral
haha ight nig calm yoself,hate_speech
128075 hiho,neutral
i can ride your bitch with no handle bars,offensive
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost,hate_speech
ann coulter admits on fox news that america has a negro problem crime tcot gettingreal,hate_speech
im not weird youre just a faggot,hate_speech
honestly if the most hoodiest ratchet bitch asked me to her prom im in dere,offensive
for guys bros over hoes for girls chicks over dicks for me its whoever has my back over the fake ass people any day,offensive
fuck your mother faggot,hate_speech
faaaaggggottttt speaking with the blonde hair and confused youre a hypocrite cuz youre a faggot,hate_speech
im roasting the first one of my niccas who rock them shits,offensive
asagiraffes pussy,offensive
ahah fucking queer kill urself,hate_speech
128557128557128557128557 rt when dykes hear ladies free before 10,offensive
i just realised my library books are overdue if anyones looking for a bad bitch,offensive
what ppl expect august aslina is a nig from new orleans,hate_speech
8220 dudes shaving without it being for an athletic purpose is gay af8221 youre retarded,hate_speech
8220 who said you was cute1280358221 byeeee mad bitch 128530 come visit me,offensive
its kinda pathetic how these bitches on bgc be 21 amp be acting so childish af,offensive
8220 lmao definitely not 1278148221128553128553128553 i was bout to say dont front bitch that shit a freeway,offensive
that band is white trash and only white trash would buy that album,hate_speech
bahaha omg 128518128557128586 this bitch is crazyyy,offensive
dem hoes who swear their pussy priceless but u sell ass all day 128533,offensive
he got channing tatum as his bitchim out,offensive
sierra almost got caught with the ole hick 128514128514128514,neutral
gabby is such a hoe,offensive
niggas are so fucking gay and they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh,hate_speech
8220 i dont like popeyes spicy chicken 1285458221 them bitches be on 10 boa you trippen,offensive
i cant fuck with sentimental bitches,offensive
stupid fucking nigger lebron you flopping stupid jungle bunny monkey faggot,hate_speech
8220 if you have a different dude every other week you might be a hoe js8221no your not dont listen to him ladies dou,offensive
nobody ever got famous by being a whiny bitch either change the things that make you unhappy or be a whining turdfarmer,offensive
no shes gonna sit tf down amp text her hoes shes not gonna care about what youre doing,offensive
the birds and the bugs voguet by anat r via vintage jewelry bugout insects birds,neutral
uh oh its 911 what you gonna preach and cry about today faggot,offensive
damn amp his nigger music waking up the whole school in the morning 128664127926128543,hate_speech
934 8616 i got a missed call from yo bitch,offensive
thats actually nonenglish because okiecops are filthy white trash who are all criminals,hate_speech
i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trolling fags,hate_speech
i done seen a lot of fake shit that bitch aint bad shes basic,offensive
you tell me im beautiful like you tell every other bitch come on sir dobetter,offensive
dear utah polynesians again stop acting black and speaking ghetto speak fob you aint no ghetto niggaz,hate_speech
lmaoooo 171 jesus healed folks wit leoparcy but yall hoes wanna get leopard print tattoos187,offensive
how you gonna compare sushi to pussy tho there aint no dicks going in your sushi 128514,offensive
bitches be like im mixed wit italian chinese nd african american i be like bitch just cuz you ate ur8230,hate_speech
to late niggers died first,offensive
this bitch almost lost her life,offensive
fuck you you pussy ass hater go suck a dick and die quick someone to me in youtube comments i think wed be good friends,hate_speech
sheeple just like 128073oh those racist sexist teabaggerswho just elected these two old white men,hate_speech
if your girlfriend doesnt like that bitch you dont talk to that bitch,offensive
you suppose to keep your hoes from finding out about each other,offensive
i love this bitch hes dear to my heart,offensive
i hope you get eye cancer bitch,hate_speech
you bitch like to text emojis,offensive
lmao rt you a bitch and rihanna always gonna be badder than kamehameha,offensive
braxton curti a hoe ass nigga and wen i see him ima smack him like da lil bitch he is 300,offensive
feel like im at home when im in dis bitch,offensive
your grammar is trash,neutral
porch monkey 4 life,hate_speech
fag,hate_speech
127919127919127919rt bitches are only moral when it comes to sex when its convenient for them otherwise they hoe th8230,offensive
mook gon wi 30 but this battle is bad,neutral
a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 8230,offensive
musta let dem retards out to food shop one just step on my boots in da foodtown yall know not to step on a niggas shoes,offensive
a bitch could never come out of her mouth and speak on shit that she has no idea what shes talking about,offensive
smh nigga is mildly retarded rt lmfao rt if griff wasn8217t injuries we8217d legit be 61,hate_speech
why would i be mad at a bitch who couldnt pass the 10th grade 128128 ill wait,offensive
purple amp pinkfor the faggots who want to be protectedby the police instead of bearing arms if need be,hate_speech
how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha,hate_speech
i hate that faggot he so corny,hate_speech
yall bitches got to learn the difference between like and love,offensive
well he is at genos so he is the ultimate faggot,hate_speech
unintended consequences of the current fed regulations trays of uneaten food thrown in the trash hungry kids,neutral
fake friends are no different than shadows they stick around during your brightest moments but disappear during your darkest ho8230,neutral
i would never fight a nigga for vaginathats what hoes do lmao,offensive
cant wait to see my bitch dutchess,offensive
i want some monkey bread 128553128588,neutral
yeah you right and you know them mexicans bringing all they family that hoe finna be packed,hate_speech
i got my own rhythm and stroke patterns when im bout to nut be still bitch,offensive
obama8217s faves muslims black ghetto trash via,hate_speech
delete now you bitch ass nigga rt if the redskins beat us i will delete my fucking ig,hate_speech
dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,hate_speech
fags,hate_speech
karmas a bitch and so are you youll be getting along just fine real soon,hate_speech
im not much of a texted get off my nuttz hoe,offensive
also love angry old irish bartenders pussies have one beer and ask for a glass of water fuck them i ignore that shit,offensive
its gonna bring it down though unless its turning into a welt already like a bubble wit pussy gotta pop it an itll be gone,offensive
so that real bitch,offensive
fuc u say 8220 all these hoes look good on ig8221,offensive
ps3 and case is still in the trash can idgaf anymore,neutral
if you cant see when you have a real woman by yourside through thick and thin then maybe you do deserve these hoes si8230,offensive
jihadi propaganda ployus had gulf countries publish pics of their pilots 2 deflect sunnis anger from itself amp iran,neutral
8220 reggie gives me headaches my niggah 1285451285678221128175128175,offensive
i love this ho,offensive
i hate how girls bitch about e v e r y t h i n g,offensive
i hate hoe ass people,hate_speech
idk how bitches trust other bitches sooo easily i still have the same friends,offensive
my right ear is throbbing harder than a virgins pussy,offensive
selling ex lax brownies in front of meijer to pregnant women gooddeed,neutral
dreamed i was eating a brownie and started salivating and woke up almost coughing myself to death today is a struggle,neutral
dyke pastors be in the lords house tryna cuff all the pussy bruh bruh,offensive
lmao let these hoes be hoes aint no savin nem,hate_speech
what faggot complained about stretch marks my nigga them shits taste like the swirls on cinnamon toast crunch,offensive
yea its very true bitch,offensive
but shawty you not a bitch you the one i get money wid,offensive
u think that dream has anything to do with those two dumb bitches in san diego lol,offensive
fuck them hoes i have bigger problems like do you cook at your house lol,offensive
nigger lol thts offensive lol and my xmas was iite had a couple of drinks so i was fine ninja xmas lol,offensive
dam bitch,offensive
why you think all these niggas end up with all these kids fucking ugly bitches,hate_speech
everybody fuckin everybody bitch everybody wit the shits thats lifee,offensive
burn bitch,hate_speech
fuck ur god until dat faggot strikes me down,hate_speech
ill ask you same question do you support border jumpers do you support illegals,neutral
looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90s movie,offensive
8220 if youre going to talk shit about my sister dont play no pussy shit say it to her face yo justsaying8221 slapabitch 128075,offensive
this new shit im workin on yea nigguh,offensive
i hate yal id delete my twitter if i had somethin better to do bitch ass niggas,offensive
eye witness joel is a faggot,hate_speech
i dont have hoes its a myth,offensive
vote or die bitches,offensive
mutha fuckahs better bring me all the brownies ever,offensive
i despise clich233s you aint original bitch you are a copy deleted,offensive
faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either,hate_speech
these hoes be thinking meat wont slap they ass 128564128075 ainna bruh,offensive
